threshold,precision,recall,accuracy,predicted_positives,model
0.19999999999999996,0.13334651637993541,0.8907970057243505,0.3309693852070119,15171,xgboost_spw_3.91
0.20999999999999996,0.13603194272339253,0.8701012769704976,0.35848773910003495,14526,xgboost_spw_3.91
0.21999999999999997,0.13865667339290863,0.8472038749449582,0.3857563801628128,13876,xgboost_spw_3.91
0.22999999999999998,0.1422070534698521,0.8256274768824307,0.41537232182989564,13185,xgboost_spw_3.91
0.24,0.14619743037267577,0.8066930867459269,0.44373969934575236,12531,xgboost_spw_3.91
0.24999999999999994,0.15040444893832153,0.7859973579920739,0.4721570194276582,11868,xgboost_spw_3.91
0.25999999999999995,0.15443534022087638,0.7635402906208718,0.49902611996204366,11228,xgboost_spw_3.91
0.26999999999999996,0.15726947011125778,0.7344782034346103,0.5234979773260751,10606,xgboost_spw_3.91
0.27999999999999997,0.1615192403798101,0.7115808014090709,0.5483194326524496,10005,xgboost_spw_3.91
0.29,0.16548287925368388,0.6873623954205196,0.5713928981671078,9433,xgboost_spw_3.91
0.3,0.16977295831921382,0.6618229854689565,0.5945662488138641,8853,xgboost_spw_3.91
0.30999999999999994,0.1733783457921389,0.6332012329370321,0.6159916096489038,8294,xgboost_spw_3.91
0.31999999999999995,0.17679558011049723,0.6059004843681197,0.6353193827098836,7783,xgboost_spw_3.91
0.32999999999999996,0.18073951434878588,0.5768383971818583,0.6554462368276482,7248,xgboost_spw_3.91
0.33999999999999997,0.18776119402985075,0.5539409951563188,0.6776207361534236,6700,xgboost_spw_3.91
0.3499999999999999,0.19350649350649352,0.5248789079700572,0.6979973031014334,6160,xgboost_spw_3.91
0.35999999999999993,0.19795342272406494,0.4940554821664465,0.7155770863506967,5668,xgboost_spw_3.91
0.36999999999999994,0.2031129900076864,0.46543372963452223,0.7322579034110772,5204,xgboost_spw_3.91
0.37999999999999995,0.2095896147403685,0.44077498899163364,0.7480397542825751,4776,xgboost_spw_3.91
0.38999999999999996,0.21482671563002065,0.41215323645970936,0.7624731558707486,4357,xgboost_spw_3.91
0.3999999999999999,0.22149011657374557,0.384852487890797,0.7768066723268241,3946,xgboost_spw_3.91
0.4099999999999999,0.2301278488048916,0.36459709379128136,0.7895919692353793,3598,xgboost_spw_3.91
0.41999999999999993,0.2393681652490887,0.3469837076177895,0.8008789891624631,3292,xgboost_spw_3.91
0.42999999999999994,0.24428239973483593,0.3245266402465874,0.8095190530889477,3017,xgboost_spw_3.91
0.43999999999999995,0.2513464991023339,0.30823425803610743,0.8174099785246965,2785,xgboost_spw_3.91
0.4499999999999999,0.2615202835762111,0.29238221047996477,0.8260999850172301,2539,xgboost_spw_3.91
0.4599999999999999,0.2713480710879931,0.2756494936151475,0.833891025320881,2307,xgboost_spw_3.91
0.4699999999999999,0.27529976019184654,0.2527520915896081,0.8397842481146681,2085,xgboost_spw_3.91
0.4799999999999999,0.281465746149761,0.23337736679876706,0.8454777006442591,1883,xgboost_spw_3.91
0.48999999999999994,0.2896592244418331,0.2170849845882871,0.8508215552115068,1702,xgboost_spw_3.91
0.49999999999999994,0.29552819183408946,0.20079260237780713,0.8550666733256754,1543,xgboost_spw_3.91
0.5099999999999999,0.30014430014430016,0.1831792162043153,0.8589122509114518,1386,xgboost_spw_3.91
0.5199999999999999,0.3134568896051571,0.1712901805372083,0.8634570244219147,1241,xgboost_spw_3.91
0.5299999999999999,0.3231597845601436,0.15852047556142668,0.8669030614792989,1114,xgboost_spw_3.91
0.5399999999999999,0.3333333333333333,0.14751210920299426,0.8698496728761924,1005,xgboost_spw_3.91
0.5499999999999999,0.3418141592920354,0.13606340819022458,0.8722968586125955,904,xgboost_spw_3.91
0.5599999999999999,0.3574938574938575,0.12813738441215325,0.8749937571792439,814,xgboost_spw_3.91
0.57,0.36400541271989173,0.11845002201673271,0.8765419767267643,739,xgboost_spw_3.91
0.58,0.36706948640483383,0.10700132100396301,0.8777905408779904,662,xgboost_spw_3.91
0.59,0.37645107794361526,0.09995596653456627,0.8791389901613145,603,xgboost_spw_3.91
0.6,0.3837638376383764,0.09158960810215765,0.8802876691804425,542,xgboost_spw_3.91
0.61,0.39323467230443976,0.08190224570673713,0.8815362333316685,473,xgboost_spw_3.91
0.62,0.3905882352941176,0.07309555261999119,0.881935773860061,425,xgboost_spw_3.91
0.63,0.3968668407310705,0.06693086745926904,0.8826349697847475,383,xgboost_spw_3.91
0.6399999999999999,0.40634005763688763,0.062087186261558784,0.8833341657094341,347,xgboost_spw_3.91
0.6499999999999999,0.41776315789473684,0.05592250110083664,0.8840833042001698,304,xgboost_spw_3.91
0.6599999999999999,0.42857142857142855,0.05019815059445178,0.8846826149927584,266,xgboost_spw_3.91
0.6699999999999999,0.44642857142857145,0.044033465433729636,0.885381810917445,224,xgboost_spw_3.91
0.6799999999999999,0.4577114427860697,0.04051078819903126,0.8857314088797883,201,xgboost_spw_3.91
0.69,0.4772727272727273,0.036988110964332896,0.8861808919742297,176,xgboost_spw_3.91
0.7,0.4936708860759494,0.034346103038309116,0.886480547370524,158,xgboost_spw_3.91
0.71,0.5,0.03126376045794804,0.886580432502622,142,xgboost_spw_3.91
0.72,0.5203252032520326,0.028181417877586965,0.8868301453328672,123,xgboost_spw_3.91
0.73,0.5225225225225225,0.02553940995156319,0.8868301453328672,111,xgboost_spw_3.91
0.74,0.5192307692307693,0.023778071334214,0.8867802027668181,104,xgboost_spw_3.91
0.7499999999999999,0.5164835164835165,0.020695728753852928,0.8867302602007691,91,xgboost_spw_3.91
0.7599999999999999,0.5256410256410257,0.01805372082782915,0.8867802027668181,78,xgboost_spw_3.91
0.7699999999999999,0.5522388059701493,0.016292382210479964,0.8869300304649653,67,xgboost_spw_3.91
0.7799999999999999,0.5178571428571429,0.012769704975781594,0.8866803176347201,56,xgboost_spw_3.91
0.7899999999999999,0.5333333333333333,0.010568031704095112,0.8867302602007691,45,xgboost_spw_3.91
0.7999999999999999,0.5641025641025641,0.009687362395420519,0.8868301453328672,39,xgboost_spw_3.91
0.8099999999999999,0.5714285714285714,0.007045354469396741,0.8867802027668181,28,xgboost_spw_3.91
0.82,0.5909090909090909,0.005724350506384853,0.8867802027668181,22,xgboost_spw_3.91
0.83,0.6470588235294118,0.0048436811977102595,0.8868301453328672,17,xgboost_spw_3.91
0.84,0.7272727272727273,0.0035226772346983706,0.8868301453328672,11,xgboost_spw_3.91
0.8499999999999999,0.7777777777777778,0.0030823425803610744,0.8868301453328672,9,xgboost_spw_3.91
0.8599999999999999,0.8,0.0017613386173491853,0.8867302602007691,5,xgboost_spw_3.91
0.8699999999999999,0.5,0.00044033465433729633,0.886580432502622,2,xgboost_spw_3.91
0.8799999999999999,0.0,0.0,0.8865304899365729,1,xgboost_spw_3.91
0.8899999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.8999999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.9099999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.9199999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.9299999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.94,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.95,0.0,0.0,0.886580432502622,0,xgboost_spw_3.91
0.05,0.11345923261390888,1.0,0.11376916545972132,20016,xgboost_spw_5.86
0.06,0.11352729454109178,1.0,0.11436847625230985,20004,xgboost_spw_5.86
0.07,0.11366935282046148,1.0,0.11561704040353593,19979,xgboost_spw_5.86
0.08,0.11381869233854794,0.9995596653456627,0.11726514508315437,19944,xgboost_spw_5.86
0.09,0.11399979885346474,0.9982386613826508,0.11986215851770464,19886,xgboost_spw_5.86
0.09999999999999999,0.11411562909898093,0.9960369881109643,0.122559057084353,19822,xgboost_spw_5.86
0.10999999999999999,0.11450420338296363,0.9955966534566271,0.12625480697198221,19746,xgboost_spw_5.86
0.12,0.11480746731776795,0.9938353148392779,0.13020026968985665,19659,xgboost_spw_5.86
0.13,0.11548906081877337,0.992514310876266,0.1369924586725266,19517,xgboost_spw_5.86
0.13999999999999999,0.11603549685274997,0.9903126376045794,0.14323527942865705,19382,xgboost_spw_5.86
0.14999999999999997,0.1166987362837381,0.988110964332893,0.1503770663736703,19229,xgboost_spw_5.86
0.15999999999999998,0.11754523996852871,0.9867899603698811,0.15826799180941917,19065,xgboost_spw_5.86
0.16999999999999998,0.11828356229777755,0.9819462791721708,0.16775707935873746,18853,xgboost_spw_5.86
0.18,0.11947187634177758,0.9801849405548216,0.17839484592718374,18632,xgboost_spw_5.86
0.19,0.12029829622775026,0.973139586085425,0.18983169355241472,18371,xgboost_spw_5.86
0.19999999999999996,0.12155734985068023,0.9678555702333773,0.20306647355541127,18082,xgboost_spw_5.86
0.20999999999999996,0.12285649819494585,0.9590488771466315,0.21874843929481097,17728,xgboost_spw_5.86
0.21999999999999997,0.12413793103448276,0.9511228533685601,0.2333316685811317,17400,xgboost_spw_5.86
0.22999999999999998,0.12596431305576822,0.9418758256274768,0.25216001598162113,16981,xgboost_spw_5.86
0.24,0.12732111534506743,0.9269044473800088,0.2711381910802577,16533,xgboost_spw_5.86
0.24999999999999994,0.12943593574897272,0.9154557463672391,0.292064126254807,16062,xgboost_spw_5.86
0.25999999999999995,0.13143004115226337,0.9000440334654337,0.31403885531638615,15552,xgboost_spw_5.86
0.26999999999999996,0.1338415644680146,0.8890356671070013,0.33486490535883734,15085,xgboost_spw_5.86
0.27999999999999997,0.13627954779033916,0.8758256274768824,0.35634020875992606,14595,xgboost_spw_5.86
0.29,0.1385687864561104,0.8577719066490532,0.3790640763122409,14058,xgboost_spw_5.86
0.3,0.14149478820137504,0.8428005284015853,0.4021874843929481,13527,xgboost_spw_5.86
0.30999999999999994,0.1440351418002466,0.8229854689564069,0.4252110073415572,12976,xgboost_spw_5.86
0.31999999999999995,0.14666130329847143,0.8027300748568912,0.447884932327823,12430,xgboost_spw_5.86
0.32999999999999996,0.14941275167785234,0.7842360193747248,0.46916046546471557,11920,xgboost_spw_5.86
0.33999999999999997,0.15281807790380728,0.7653016292382211,0.49218398841332467,11373,xgboost_spw_5.86
0.3499999999999999,0.15687361419068735,0.7476882430647291,0.5156070518903261,10824,xgboost_spw_5.86
0.35999999999999993,0.16022474086990215,0.7283135182738881,0.5362333316685811,10323,xgboost_spw_5.86
0.36999999999999994,0.16365307998774134,0.7054161162483488,0.5577086350696698,9789,xgboost_spw_5.86
0.37999999999999995,0.16709816612729234,0.6820783795684721,0.5783349148479249,9270,xgboost_spw_5.86
0.38999999999999996,0.17103006745169771,0.6587406428885954,0.5991609648903761,8747,xgboost_spw_5.86
0.3999999999999999,0.17436392137947668,0.6367239101717305,0.6168406332717375,8293,xgboost_spw_5.86
0.4099999999999999,0.17827868852459017,0.6129458388375165,0.635668980672227,7808,xgboost_spw_5.86
0.41999999999999993,0.18252559726962458,0.5887274328489652,0.6542975578085202,7325,xgboost_spw_5.86
0.42999999999999994,0.18606353388962085,0.5596653456627037,0.672376766718274,6831,xgboost_spw_5.86
0.43999999999999995,0.19139512812401138,0.5328049317481286,0.6917045397792538,6322,xgboost_spw_5.86
0.4499999999999999,0.1961616847826087,0.5085865257595773,0.707885931179144,5888,xgboost_spw_5.86
0.4599999999999999,0.20091827364554637,0.4817261118450022,0.723917494880887,5445,xgboost_spw_5.86
0.4699999999999999,0.2066972294199721,0.4566270365477763,0.7395994606202867,5017,xgboost_spw_5.86
0.4799999999999999,0.21016216216216216,0.42800528401585203,0.7526844129251361,4625,xgboost_spw_5.86
0.48999999999999994,0.21627358490566037,0.40378687802730073,0.766418618588623,4240,xgboost_spw_5.86
0.49999999999999994,0.22259478978591696,0.38000880669308673,0.7791539729311292,3877,xgboost_spw_5.86
0.5099999999999999,0.22772277227722773,0.35446939674152356,0.790440992858213,3535,xgboost_spw_5.86
0.5199999999999999,0.23212083847102344,0.33157199471598414,0.7997802527093842,3244,xgboost_spw_5.86
0.5299999999999999,0.2434634974533107,0.3157199471598415,0.8111172152025171,2945,xgboost_spw_5.86
0.5399999999999999,0.25317401045556387,0.2985468956406869,0.8205563601857864,2678,xgboost_spw_5.86
0.5499999999999999,0.261081740544937,0.28269484808454426,0.8278979173949957,2459,xgboost_spw_5.86
0.5599999999999999,0.26897470039946736,0.2668428005284016,0.8345902212455676,2253,xgboost_spw_5.86
0.57,0.2749379652605459,0.24394539850286218,0.8412825250961394,2015,xgboost_spw_5.86
0.58,0.2808181315644002,0.22369000440334655,0.8469759776257304,1809,xgboost_spw_5.86
0.59,0.290263319044703,0.20871862615587847,0.8523697747590271,1633,xgboost_spw_5.86
0.6,0.3018607856650586,0.1928665785997358,0.8578634570244219,1451,xgboost_spw_5.86
0.61,0.3140432098765432,0.17921620431527963,0.8625081156669829,1296,xgboost_spw_5.86
0.62,0.3125,0.16072214883311317,0.8647055885731408,1168,xgboost_spw_5.86
0.63,0.3168604651162791,0.14398943196829592,0.8677021425360835,1032,xgboost_spw_5.86
0.6399999999999999,0.32435344827586204,0.1325407309555262,0.8702991559706338,928,xgboost_spw_5.86
0.6499999999999999,0.3337378640776699,0.1210920299427565,0.872896169405184,824,xgboost_spw_5.86
0.6599999999999999,0.35006784260515605,0.11360634081902246,0.8755431254057834,737,xgboost_spw_5.86
0.6699999999999999,0.3612403100775194,0.10259797446059005,0.8776407131798432,645,xgboost_spw_5.86
0.6799999999999999,0.37043478260869567,0.09379128137384413,0.8791389901613145,575,xgboost_spw_5.86
0.69,0.36363636363636365,0.08278291501541171,0.8795385306897069,517,xgboost_spw_5.86
0.7,0.37861915367483295,0.07485689123734038,0.8811366928032762,449,xgboost_spw_5.86
0.71,0.3974025974025974,0.06737120211360634,0.8826349697847475,385,xgboost_spw_5.86
0.72,0.4035608308605341,0.059885512989872304,0.8833341657094341,337,xgboost_spw_5.86
0.73,0.42560553633217996,0.05416116248348745,0.8844329021625131,289,xgboost_spw_5.86
0.74,0.45849802371541504,0.05107881990312638,0.885531638615592,253,xgboost_spw_5.86
0.7499999999999999,0.463768115942029,0.04227212681638045,0.8858312940118863,207,xgboost_spw_5.86
0.7599999999999999,0.4745762711864407,0.036988110964332896,0.8861309494081806,177,xgboost_spw_5.86
0.7699999999999999,0.5031847133757962,0.03478643769264641,0.886630375068671,157,xgboost_spw_5.86
0.7799999999999999,0.5104895104895105,0.032144429766622636,0.8867302602007691,143,xgboost_spw_5.86
0.7899999999999999,0.5203252032520326,0.028181417877586965,0.8868301453328672,123,xgboost_spw_5.86
0.7999999999999999,0.5463917525773195,0.023337736679876705,0.8870299155970633,97,xgboost_spw_5.86
0.8099999999999999,0.5384615384615384,0.018494055482166448,0.8868800878989163,78,xgboost_spw_5.86
0.82,0.5538461538461539,0.015852047556142668,0.8869300304649653,65,xgboost_spw_5.86
0.83,0.5740740740740741,0.013650374284456186,0.8869799730310143,54,xgboost_spw_5.86
0.84,0.5555555555555556,0.011008366358432409,0.8868301453328672,45,xgboost_spw_5.86
0.8499999999999999,0.5454545454545454,0.007926023778071334,0.8867302602007691,33,xgboost_spw_5.86
0.8599999999999999,0.5909090909090909,0.005724350506384853,0.8867802027668181,22,xgboost_spw_5.86
0.8699999999999999,0.7142857142857143,0.004403346543372964,0.8868800878989163,14,xgboost_spw_5.86
0.8799999999999999,0.8,0.0035226772346983706,0.8868800878989163,10,xgboost_spw_5.86
0.8899999999999999,0.5,0.00044033465433729633,0.886580432502622,2,xgboost_spw_5.86
0.8999999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.9099999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.9199999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.9299999999999999,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.94,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.95,0.0,0.0,0.886580432502622,0,xgboost_spw_5.86
0.05,0.11343656343656344,1.0,0.11356939519552514,20020,xgboost_spw_7.81
0.06,0.113464901324007,1.0,0.11381910802577036,20015,xgboost_spw_7.81
0.07,0.11351594521643507,1.0,0.11426859112021176,20006,xgboost_spw_7.81
0.08,0.11366935282046148,1.0,0.11561704040353593,19979,xgboost_spw_7.81
0.09,0.11386312358987215,1.0,0.11731508764920341,19945,xgboost_spw_7.81
0.09999999999999999,0.11397428169580068,0.9991193306913254,0.11896319232882185,19908,xgboost_spw_7.81
0.10999999999999999,0.11404700790175651,0.9977983267283135,0.1206112970084403,19869,xgboost_spw_7.81
0.12,0.11425687610396165,0.9969176574196389,0.12310842531089247,19815,xgboost_spw_7.81
0.13,0.11449686171289734,0.9960369881109643,0.12585526644358988,19756,xgboost_spw_7.81
0.13999999999999999,0.11474577132117642,0.9947159841479525,0.12900164810467962,19687,xgboost_spw_7.81
0.14999999999999997,0.11518431532727458,0.9933949801849405,0.13374619187933875,19586,xgboost_spw_7.81
0.15999999999999998,0.11566091954022989,0.992514310876266,0.13844079308794885,19488,xgboost_spw_7.81
0.16999999999999998,0.11603179518942913,0.9898723029502422,0.1435349348249513,19374,xgboost_spw_7.81
0.18,0.11658703780639801,0.9885512989872303,0.1491285022224442,19256,xgboost_spw_7.81
0.19,0.1172471498797197,0.9872302950242184,0.15552115067672176,19122,xgboost_spw_7.81
0.19999999999999996,0.1180009499182015,0.9845882870981947,0.16356190381061778,18949,xgboost_spw_7.81
0.20999999999999996,0.11851141990097429,0.9801849405548216,0.17085351845377816,18783,xgboost_spw_7.81
0.21999999999999997,0.11918323481998926,0.9766622633201233,0.178694501323478,18610,xgboost_spw_7.81
0.22999999999999998,0.1200282547272332,0.9726992514310876,0.1880837037406982,18404,xgboost_spw_7.81
0.24,0.1209601938005836,0.9674152355790401,0.19892124057334065,18163,xgboost_spw_7.81
0.24999999999999994,0.122357678112068,0.9634522236900044,0.21205613544423912,17882,xgboost_spw_7.81
0.25999999999999995,0.12354246061088675,0.9564068692206077,0.22549068571143185,17581,xgboost_spw_7.81
